"wage76","grade76","black","south76","momdad14","sinmom14","daded","momed","famed","age76","col4","exp76"
1.3863,11,1,0,0,0,9.9372,10.251,1,26,1,9
1.6054,11,1,0,0,1,9.9372,10.251,1,25,1,8
1.8916,10,1,0,0,1,9.9372,11,1,33,1,17
1.7918,10,1,0,1,0,8,11,2,33,1,17
2.336,18,0,1,1,0,16,12,8,32,1,8
NA,15,0,0,1,0,16,12,8,26,1,5
NA,14,0,0,1,0,12,12,7,27,1,7
2.3786,14,0,0,1,0,12,12,7,25,1,5
1.3863,18,0,1,1,0,12,12,7,24,1,0
1.8579,16,0,0,1,0,13,12,8,33,1,11
NA,NA,0,NA,1,0,16,10.251,5,25,1,NA
1.8245,12,0,0,0,0,9.9372,8,1,32,1,14
NA,NA,1,NA,0,1,9.9372,10,1,26,1,NA
1.5707,17,0,0,0,0,12,11,5,30,1,7
NA,NA,0,NA,1,0,12,12,7,26,1,NA
2.359,16,0,0,1,0,8,8,2,33,1,11
1.6956,12,0,0,1,0,8,12,4,26,1,8
2.0618,14,0,0,1,0,12,12,7,26,1,6
1.579,18,0,0,1,0,12,12,7,25,1,1
1.9769,14,0,0,1,0,11,11,3,34,1,14
1.9387,15,0,0,1,0,12,12,7,28,1,7
1.7029,15,0,0,1,0,12,12,7,34,1,13
2.0707,15,0,0,1,0,15,12,8,32,1,11
2.9565,16,0,1,1,0,18,16,9,33,1,11
NA,16,0,0,1,0,10,8,2,33,1,11
2.0707,15,0,0,1,0,12,12,7,33,1,12
2.1972,15,0,0,0,0,9.9372,10.251,1,28,1,7
NA,NA,0,NA,1,0,12,5,5,32,1,NA
1.8779,14,0,0,1,0,8,8,2,32,1,12
NA,NA,0,NA,1,0,10,12,4,28,1,NA
NA,NA,0,NA,1,0,10,12,4,26,1,NA
1.6351,12,0,0,1,0,12,12,7,27,1,9
NA,16,0,0,1,0,12,12,7,25,1,3
1.3455,14,0,0,0,1,9.9372,12,6,29,1,9
1.6094,16,0,1,1,0,16,16,9,27,1,5
1.7934,15,0,0,1,0,12,11,5,25,1,4
1.477,12,0,0,1,0,12,12,7,27,1,9
1.6094,12,0,0,1,0,12,12,7,25,1,7
NA,NA,0,NA,1,0,13,8,5,25,1,NA
NA,12,1,0,1,0,7,2,2,25,1,7
2.5369,18,0,0,0,1,9.9372,18,6,33,1,9
2.0109,14,0,1,1,0,12,14,8,26,1,6
1.6351,14,0,0,1,0,12,12,7,27,1,7
NA,NA,0,NA,0,1,9.9372,8,1,31,1,NA
1.9459,12,0,1,0,1,9.9372,10.251,1,33,1,15
NA,NA,0,NA,1,0,13,12,8,24,1,NA
1.9051,16,0,0,1,0,14,12,8,29,1,7
2.2854,17,0,0,1,0,9.9372,10.251,1,30,1,7
0.7885,13,0,0,1,0,12,12,7,29,1,10
2.4866,18,0,0,1,0,12,12,7,33,1,9
1.8976,12,0,0,1,0,12,12,7,30,1,12
NA,NA,1,NA,1,0,9.9372,10,1,31,1,NA
NA,NA,1,NA,1,0,3,4,2,34,1,NA
2.1258,14,1,0,0,0,9.9372,10.251,1,28,1,8
NA,NA,0,NA,1,0,12,11,5,27,1,NA
NA,NA,0,NA,1,0,12,12,7,27,1,NA
1.4907,15,0,0,1,0,12,12,7,25,1,4
NA,12,0,0,1,0,12,12,7,24,1,6
NA,16,0,0,1,0,10,12,4,27,1,5
1.6919,12,0,0,1,0,10,12,4,25,1,7
1.6194,14,0,1,1,0,12,12,7,30,1,10
2.0757,12,0,0,0,0,9.9372,10.251,1,31,1,13
1.2726,9,0,0,1,0,10,8,2,24,1,9
1.6094,12,0,0,1,0,12,8,5,27,1,9
2.2638,12,0,0,0,1,9.9372,8,1,34,1,16
1.2528,11,0,0,1,0,6,5,2,28,1,11
1.141,15,0,0,1,0,6,5,2,24,1,3
0.157,16,0,1,1,0,17,13,9,24,1,2
1.9824,12,0,0,1,0,10,8,2,33,1,15
1.679,13,1,0,1,0,9.9372,11,1,33,1,14
1.6715,13,1,1,1,0,12,12,7,26,1,7
1.454,17,1,1,0,0,9.9372,10.251,1,28,1,5
NA,NA,1,NA,1,0,4,11,2,25,1,NA
NA,12,0,1,0,1,9.9372,10.251,1,30,1,12
2.3924,16,0,0,1,0,15,13,9,34,1,12
2.9575,12,0,0,0,1,9.9372,9,1,33,1,15
2.1401,18,0,1,1,0,10,12,4,32,1,8
NA,NA,0,NA,1,0,16,15,9,30,1,NA
NA,NA,0,NA,1,0,16,15,9,27,1,NA
1.2947,12,0,0,1,0,11,11,3,24,1,6
1.556,16,0,0,1,0,12,8,5,26,1,4
1.881,13,0,0,1,0,11,10,3,26,1,7
1.4816,12,0,0,1,0,11,10,3,25,1,7
1.5304,14,0,0,1,0,10,11,3,25,1,5
1.9066,16,0,0,0,0,9,10.251,1,28,0,6
2.4423,12,0,0,1,0,12,12,7,24,0,6
NA,16,0,0,0,1,9.9372,12,6,24,0,2
2.0794,12,0,0,0,0,9.9372,10.251,1,31,0,13
NA,NA,0,NA,0,0,9.9372,10.251,1,33,0,NA
1.5261,12,0,0,0,1,9.9372,12,6,25,0,7
NA,11,0,0,1,0,6,12,4,29,0,12
1.206,12,0,0,0,0,9.9372,10.251,1,26,0,8
1.9488,13,0,0,1,0,6,8,2,26,0,7
1.6563,12,0,0,1,0,6,8,2,25,0,7
NA,18,0,0,1,0,9,10,3,33,1,9
NA,NA,0,NA,1,0,12,13,8,34,1,NA
1.8976,7,0,0,0,0,9.9372,8,1,33,1,20
NA,12,0,0,1,0,12,12,7,33,1,15
NA,12,0,0,1,0,6,12,4,28,1,10
1.8579,18,0,0,1,0,12,12,7,26,1,2
2.0794,12,0,0,1,0,12,12,7,24,1,6
NA,13,0,0,1,0,17,12,8,26,1,7
1.7527,12,0,0,1,0,9.9372,12,6,32,1,14
NA,18,0,0,1,0,10,9,3,34,1,10
1.4422,18,0,0,1,0,12,12,7,32,1,8
2.1679,18,0,0,0,0,9.9372,10.251,1,29,1,5
1.8563,15,0,0,0,1,9.9372,12,6,28,1,7
NA,NA,1,NA,1,0,11,11,3,30,1,NA
NA,NA,1,NA,1,0,11,11,3,27,1,NA
2.3988,16,0,1,1,0,12,14,8,29,0,7
1.8703,16,0,0,1,0,12,14,8,26,0,4
1.5041,12,0,1,1,0,8,8,2,26,0,8
2.2235,12,0,0,1,0,9.9372,9,1,33,0,15
1.943,11,0,0,0,1,9.9372,9,1,27,0,10
1.6194,15,1,0,1,0,9.9372,10.251,1,34,0,13
1.7156,16,0,1,1,0,12,13,8,28,0,6
1.3218,17,0,0,1,0,12,13,8,25,0,2
1.9066,15,0,1,1,0,12,12,7,28,0,7
1.1249,13,0,0,1,0,8,8,2,30,0,11
1.7664,12,0,0,1,0,12,12,7,34,0,16
2.0554,12,0,0,1,0,12,13,8,24,0,6
NA,NA,0,NA,1,0,8,10.251,1,34,0,NA
1.7918,13,0,0,1,0,14,14,9,25,1,6
NA,NA,0,NA,1,0,12,12,7,28,1,NA
NA,NA,0,NA,0,1,9.9372,8,1,32,1,NA
1.881,12,0,0,0,1,9.9372,8,1,27,1,9
1.4422,12,0,0,1,0,8,5,2,28,1,10
NA,NA,0,NA,1,0,8,5,2,26,1,NA
NA,12,0,0,0,1,9.9372,10.251,1,29,1,11
2.551,16,0,0,1,0,12,12,7,28,1,6
NA,NA,0,NA,0,0,9.9372,8,1,32,1,NA
NA,NA,0,NA,1,0,12,12,7,27,1,NA
2.2638,12,0,0,0,0,11,12,4,25,1,7
2.0794,12,0,0,1,0,4,16,4,30,1,12
NA,14,0,0,1,0,12,12,7,28,1,8
2.0149,12,0,0,1,0,12,12,7,33,1,15
1.8672,18,0,0,1,0,12,12,7,29,1,5
2.2386,12,0,0,1,0,10,12,4,29,1,11
1.6808,17,0,0,1,0,17,12,8,28,1,5
NA,NA,0,NA,1,0,18,12,8,24,1,NA
NA,NA,0,NA,1,0,12,12,7,26,1,NA
NA,8,0,0,0,1,9.9372,8,1,29,1,15
1.0647,15,0,0,1,0,13,16,9,24,1,3
0.6523,12,0,1,1,0,6,8,2,29,1,11
2.1017,18,0,0,0,0,9.9372,10.251,1,30,1,6
2.0956,18,0,0,0,0,9.9372,13,6,30,1,6
1.9838,12,0,0,1,0,10,12,4,29,1,11
NA,NA,0,NA,0,0,9.9372,10.251,1,32,1,NA
2.4204,12,0,0,1,0,10,12,4,24,1,6
NA,11,1,0,0,0,9.9372,10.251,1,30,1,13
1.8165,17,1,0,0,0,14,10.251,5,28,1,5
1.3938,12,1,0,0,0,14,10.251,5,26,1,8
1.953,11,0,0,1,0,8,9,2,26,1,9
1.2149,15,0,0,1,0,11,12,4,27,1,6
2.1199,17,0,0,1,0,11,12,4,28,1,5
0.6523,17,0,0,1,0,11,12,4,26,1,3
NA,12,0,0,1,0,6,7,2,28,1,10
NA,NA,0,NA,1,0,6,7,2,26,1,NA
1.9879,12,0,0,1,0,12,12,7,26,1,8
1.6901,10,0,0,1,0,9,11,3,26,1,10
2.1078,12,0,0,1,0,11,11,3,28,1,10
1.477,12,0,1,1,0,11,11,3,26,1,8
1.9947,14,0,1,1,0,11,11,3,24,1,4
1.4516,16,0,0,1,0,14,12,8,24,1,2
NA,12,0,0,1,0,12,18,8,29,1,11
1.2238,12,0,0,1,0,11,12,4,30,1,12
NA,NA,0,NA,1,0,8,11,2,26,1,NA
NA,18,1,0,0,0,12,12,7,33,1,9
NA,NA,1,NA,0,1,9.9372,6,1,31,1,NA
NA,NA,1,NA,0,1,9.9372,6,1,27,1,NA
1.5707,13,0,1,1,0,14,11,5,34,1,15
2.1005,16,0,0,1,0,10,12,4,32,1,10
1.6094,12,0,0,1,0,12,12,7,28,1,10
NA,NA,1,NA,0,0,9.9372,10.251,1,27,1,NA
1.6919,12,1,0,0,0,9.9372,10.251,1,25,1,7
NA,NA,1,NA,1,0,9.9372,9,1,31,1,NA
1.4974,16,0,0,0,1,9.9372,11,1,26,1,4
NA,NA,0,NA,0,1,9.9372,11,1,24,1,NA
NA,NA,0,NA,1,0,9.9372,10.251,1,32,1,NA
NA,NA,0,NA,1,0,8,8,2,33,1,NA
0.7747,15,0,0,0,0,9.9372,11,1,25,1,4
NA,NA,0,NA,1,0,9.9372,10.251,1,30,1,NA
1.0116,8,0,0,0,0,3,6,2,26,1,12
1.2585,15,1,0,1,0,8,10,2,24,1,3
NA,13,0,0,1,0,16,16,9,27,1,8
NA,14,0,0,1,0,16,16,9,26,1,6
1.9755,12,0,0,1,0,8,10,2,29,1,11
2.3106,12,0,0,1,0,3,8,2,27,1,9
NA,NA,0,NA,1,0,8,11,2,34,1,NA
1.8779,17,0,0,1,0,8,12,4,29,1,6
2.0832,16,0,0,1,0,9.9372,16,6,26,1,4
1.7405,12,0,0,1,0,8,12,4,27,1,9
NA,12,0,0,1,0,8,12,4,24,1,6
1.7918,16,0,0,1,0,12,12,7,25,1,3
NA,NA,0,NA,1,0,11,12,4,31,1,NA
NA,NA,0,NA,1,0,12,12,7,29,1,NA
1.8641,12,0,0,0,0,9.9372,10.251,1,24,1,6
1.5041,13,0,0,1,0,14,10,5,26,1,7
NA,14,0,0,1,0,10,8,2,26,1,6
1.4929,13,0,1,1,0,9.9372,2,1,26,1,7
NA,NA,0,NA,1,0,8,8,2,31,1,NA
1.775,15,0,0,1,0,12,11,5,29,1,8
1.9755,14,0,0,1,0,8,12,4,25,1,5
1.9359,12,0,0,1,0,8,8,2,32,1,14
1.6658,13,0,1,1,0,8,8,2,26,1,7
1.5476,9,0,0,1,0,8,8,2,30,1,15
1.5707,16,0,0,1,0,16,13,9,26,1,4
1.5304,16,0,0,1,0,16,13,9,25,1,3
1.712,17,0,0,1,0,6,9,2,33,1,10
2.1576,14,0,0,1,0,12,12,7,32,1,12
1.9643,16,0,0,0,1,9.9372,12,6,30,1,8
2.0015,12,0,0,0,1,9.9372,12,6,24,1,6
2.1005,14,0,0,0,0,9.9372,10,1,28,1,8
1.9125,12,0,0,1,0,11,12,4,34,1,16
NA,NA,0,NA,1,0,12,12,7,25,1,NA
2.0757,16,0,0,1,0,12,12,7,29,1,7
2.0399,13,0,0,1,0,13,17,9,24,1,5
NA,12,0,0,1,0,12,11,5,26,1,8
1.5304,16,0,0,1,0,12,16,8,25,1,3
1.6467,14,0,0,1,0,12,12,7,24,1,4
1.3686,12,0,0,1,0,12,10.251,5,25,1,7
2.0794,13,0,1,1,0,9,7,2,32,1,13
1.9066,17,0,0,1,0,14,12,8,27,0,4
1.5707,16,0,0,1,0,9.9372,10.251,1,33,0,11
2.2094,12,0,0,1,0,8,12,4,32,0,14
1.5707,12,0,0,1,0,8,8,2,25,0,7
1.6094,11,0,0,1,0,8,8,2,33,0,16
1.4816,14,0,0,1,0,8,12,4,27,0,7
NA,NA,0,NA,1,0,8,9,2,24,0,NA
1.3481,16,0,0,1,0,12,12,7,24,0,2
1.4725,12,0,0,1,0,12,11,5,24,0,6
NA,NA,0,NA,1,0,9.9372,8,1,33,0,NA
NA,12,0,0,1,0,8,10,2,25,0,7
NA,8,0,0,1,0,7,8,2,32,0,18
1.6601,12,0,0,1,0,7,8,2,25,0,7
2.2116,14,0,0,1,0,12,8,5,29,0,9
1.6901,16,0,0,1,0,12,15,8,25,0,3
2.0399,13,0,0,1,0,4,16,4,28,0,9
NA,NA,0,NA,1,0,4,16,4,26,0,NA
NA,NA,0,NA,1,0,8,8,2,28,0,NA
0.8154,12,0,0,1,0,8,8,2,24,0,6
1.9615,18,0,0,1,0,12,12,7,27,0,3
1.8825,12,0,0,1,0,12,12,7,26,0,8
NA,NA,0,NA,0,1,9.9372,8,1,28,0,NA
1.8672,12,0,0,1,0,8,8,2,32,0,14
1.2413,18,0,0,1,0,8,8,2,34,0,10
2.0631,12,0,0,1,0,8,8,2,32,0,14
1.5151,14,0,0,0,0,10,12,4,26,0,6
1.5261,16,0,0,0,0,10,12,4,24,0,2
1.0188,13,0,0,0,1,9.9372,14,6,26,0,7
2.0894,17,0,0,1,0,8,12,4,34,0,11
1.831,14,0,0,1,0,12,14,8,27,0,7
1.9416,12,0,0,1,0,8,12,4,26,0,8
1.3297,14,0,0,1,0,8,12,4,26,0,6
NA,NA,0,NA,1,0,8,12,4,26,0,NA
1.5539,12,0,0,1,0,8,12,4,24,0,6
1.4469,12,0,0,1,0,8,12,4,24,0,6
NA,12,0,0,1,0,8,8,2,34,0,16
1.8703,16,0,0,1,0,8,12,4,24,0,2
NA,15,0,0,1,0,8,8,2,26,0,5
1.5913,15,0,0,1,0,12,15,8,25,0,4
2.2235,18,0,0,0,0,12,16,8,26,0,2
NA,NA,0,NA,1,0,8,12,4,33,0,NA
1.2528,12,0,0,1,0,12,10,5,24,0,6
1.7918,13,0,0,1,0,13,12,8,25,0,6
NA,NA,0,NA,1,0,8,8,2,33,0,NA
NA,NA,0,NA,1,0,8,8,2,24,0,NA
1.4563,9,0,0,1,0,3,7,2,31,0,16
NA,10,0,0,0,0,6,10.251,1,34,0,18
NA,NA,0,NA,1,0,12,12,7,24,0,NA
1.6094,12,0,0,1,0,2,7,2,26,0,8
1.6094,9,0,0,1,0,2,7,2,24,0,9
1.2528,8,0,0,1,0,8,8,2,34,0,20
1.3083,14,0,0,1,0,8,10,2,27,0,7
NA,12,0,0,1,0,8,8,2,29,0,11
NA,18,0,0,1,0,10,12,4,31,0,7
1.335,16,0,0,1,0,8,12,4,24,0,2
0.9163,14,0,0,1,0,9,12,4,25,0,5
NA,12,0,0,1,0,11,9,3,31,0,13
1.6214,18,0,0,1,0,6,8,2,30,0,6
NA,NA,0,NA,1,0,12,13,8,28,0,NA
1.8229,12,0,0,1,0,12,13,8,27,0,9
1.3376,16,0,0,1,0,12,13,8,24,0,2
NA,18,0,0,1,0,9.9372,8,1,34,0,10
1.2837,12,0,0,1,0,9.9372,13,6,30,0,12
1.7716,12,0,0,0,1,9.9372,8,1,28,0,10
1.2528,12,0,0,0,1,9.9372,8,1,24,0,6
NA,NA,0,NA,1,0,7,8,2,27,0,NA
NA,NA,0,NA,1,0,8,8,2,30,0,NA
1.5769,12,0,0,1,0,8,12,4,32,0,14
2.1223,11,0,0,1,0,6,9,2,34,0,17
1.6771,10,0,0,1,0,8,12,4,29,0,13
NA,NA,0,NA,1,0,8,12,4,24,0,NA
NA,14,0,0,0,1,9.9372,13,6,27,0,7
1.3481,17,0,0,0,0,9.9372,12,6,28,1,5
1.5041,11,0,0,1,0,8,8,2,25,1,8
1.5913,16,0,0,1,0,12,8,5,28,1,6
2.2127,12,0,0,0,1,9.9372,10,1,24,1,6
NA,NA,0,NA,1,0,7,12,4,34,1,NA
2.1175,18,0,0,1,0,8,12,4,32,1,8
1.4679,12,0,0,1,0,8,8,2,30,1,12
1.9459,12,0,0,1,0,8,8,2,26,1,8
1.6901,10,0,0,1,0,8,8,2,26,1,10
NA,NA,0,NA,1,0,8,8,2,25,1,NA
0.8372,16,0,0,1,0,12,13,8,24,1,2
NA,0,0,0,0,0,12,12,7,27,1,21
NA,NA,0,NA,1,0,11,9,3,24,0,NA
1.3737,12,0,0,1,0,12,9,5,34,0,16
1.9755,12,0,0,0,0,9.9372,10.251,1,25,0,7
2.474,12,0,0,1,0,8,15,4,25,0,7
NA,18,0,0,1,0,12,12,7,27,0,3
NA,9,0,0,1,0,12,12,7,24,0,9
NA,12,0,0,1,0,12,10.251,5,29,0,11
NA,NA,0,NA,1,0,8,10,2,26,0,NA
1.6114,12,0,0,1,0,8,10,2,25,0,7
1.2119,16,0,0,1,0,16,13,9,24,1,2
NA,NA,0,NA,1,0,4,7,2,24,1,NA
1.7317,12,0,0,1,0,8,8,2,32,1,14
NA,NA,0,NA,1,0,8,8,2,25,1,NA
2.2659,17,0,1,1,0,6,12,4,34,0,11
NA,14,0,0,1,0,9,6,2,33,0,13
2.6203,12,0,0,1,0,12,12,7,33,0,15
2.0794,12,0,0,1,0,12,12,7,28,0,10
NA,12,0,0,1,0,12,12,7,24,0,6
1.8066,12,0,0,1,0,7,11,2,30,0,12
NA,13,0,0,1,0,10,12,4,29,0,10
1.9021,16,0,0,1,0,12,12,7,25,0,3
1.4929,11,0,0,1,0,8,7,2,25,0,8
NA,NA,0,NA,1,0,12,12,7,28,0,NA
NA,NA,0,NA,0,0,7,10.251,1,25,0,NA
NA,NA,0,NA,1,0,16,16,9,29,0,NA
1.579,13,0,0,1,0,10,12,4,25,0,6
NA,NA,0,NA,0,1,9.9372,8,1,25,0,NA
NA,14,0,0,1,0,12,12,7,25,0,5
NA,18,0,0,1,0,12,16,8,34,0,10
1.9601,18,0,0,1,0,12,16,8,32,0,8
2.2544,12,0,0,0,0,9.9372,10.251,1,32,0,14
1.5686,11,0,0,1,0,10,8,2,25,0,8
NA,NA,0,NA,1,0,12,12,7,34,0,NA
1.6094,13,0,0,1,0,12,12,7,27,0,8
1.5195,16,0,1,1,0,12,12,7,26,0,4
NA,NA,0,NA,1,0,12,12,7,28,1,NA
NA,NA,0,NA,1,0,16,13,9,25,1,NA
1.9755,18,0,0,1,0,18,12,8,24,1,0
1.992,12,0,0,0,1,9.9372,12,6,24,1,6
NA,NA,0,NA,1,0,14,11,5,24,1,NA
NA,16,0,0,1,0,8,12,4,25,1,3
NA,NA,0,NA,1,0,9,12,4,25,1,NA
1.1939,12,0,0,1,0,8,12,4,33,1,15
1.411,12,0,0,1,0,8,11,2,27,1,9
1.581,12,0,0,1,0,8,8,2,27,1,9
NA,12,0,0,1,0,8,8,2,24,1,6
2.2638,18,0,1,1,0,9,13,4,31,1,7
NA,NA,0,NA,1,0,9,13,4,24,1,NA
1.2782,16,0,0,1,0,12,12,7,24,1,2
NA,NA,0,NA,1,0,8,10,2,27,0,NA
NA,NA,0,NA,1,0,8,10,2,25,0,NA
NA,NA,0,NA,1,0,8,10,2,25,0,NA
1.1939,12,0,0,1,0,9,12,4,24,0,6
1.8326,12,0,0,0,0,9.9372,10,1,28,0,10
NA,12,0,0,1,0,10,12,4,24,0,6
NA,NA,0,NA,0,0,8,10.251,1,32,0,NA
1.5994,12,0,0,1,0,5,8,2,26,0,8
1.8764,12,0,0,0,0,12,12,7,29,0,11
1.9769,12,0,0,1,0,15,12,8,27,0,9
1.9516,12,0,0,1,0,15,12,8,25,0,7
1.6371,9,0,0,1,0,1,3,2,29,0,14
NA,NA,0,NA,0,0,9.9372,10.251,1,24,0,NA
1.8326,12,0,0,1,0,14,12,8,31,0,13
1.8278,18,0,0,1,0,12,15,8,29,0,5
1.4516,15,0,0,1,0,12,15,8,26,0,5
NA,13,0,0,1,0,9.9372,10.251,1,27,0,8
1.8764,12,0,0,1,0,12,12,7,29,0,11
1.861,12,0,0,1,0,12,12,7,30,0,12
1.7492,12,0,0,1,0,12,12,7,34,0,16
NA,NA,0,NA,1,0,6,10,2,25,0,NA
1.141,13,0,1,0,0,9.9372,10.251,1,34,0,15
1.8931,18,0,0,0,1,9.9372,16,6,24,0,0
1.7138,13,0,0,1,0,8,13,4,32,0,13
NA,12,0,0,1,0,6,8,2,33,0,15
1.0986,18,0,0,1,0,12,12,7,24,0,0
NA,15,0,0,1,0,12,12,7,27,0,6
NA,NA,1,NA,0,1,9.9372,10,1,26,0,NA
1.8594,15,0,0,1,0,12,16,8,28,0,7
NA,11,0,0,1,0,10,12,4,34,0,17
1.8976,14,0,0,1,0,12,8,5,28,0,8
NA,18,0,0,1,0,15,13,9,33,0,9
2.5802,18,0,0,1,0,15,13,9,28,0,4
1.6174,12,0,0,0,0,9,9,3,24,0,6
2.0554,16,0,0,1,0,12,12,7,25,0,3
NA,13,0,0,1,0,9,9,3,30,0,11
2.1005,14,0,0,1,0,12,12,7,25,0,5
NA,NA,0,NA,1,0,8,12,4,28,0,NA
NA,13,0,0,1,0,8,12,4,27,0,8
1.6487,12,0,0,1,0,12,6,5,28,0,10
1.7527,12,0,0,1,0,12,6,5,27,0,9
1.3218,11,0,0,1,0,12,6,5,25,0,8
1.6094,12,0,0,1,0,12,8,5,24,0,6
1.8326,16,0,0,1,0,12,12,7,28,0,6
1.9228,16,0,0,1,0,9.9372,10.251,1,34,0,12
1.5476,14,0,0,1,0,12,12,7,26,0,6
1.8374,13,0,0,1,0,12,12,7,27,0,8
1.6582,13,0,0,1,0,12,8,5,24,0,5
NA,NA,0,NA,1,0,8,8,2,33,0,NA
1.712,12,0,0,1,0,8,8,2,32,0,14
NA,17,0,0,1,0,18,16,9,33,0,10
1.8579,16,0,0,1,0,12,12,7,25,1,3
NA,NA,0,NA,1,0,11,12,4,27,1,NA
1.6351,13,0,0,1,0,8,12,4,34,1,15
1.7984,12,0,0,1,0,12,12,7,27,1,9
1.9459,13,0,0,1,0,8,15,4,33,1,14
1.8017,12,0,0,1,0,8,12,4,33,1,15
2.3234,12,0,0,0,1,9.9372,12,6,33,1,15
NA,NA,0,NA,1,0,12,12,7,33,1,NA
NA,NA,0,NA,1,0,18,12,8,32,1,NA
NA,12,0,0,1,0,13,12,8,34,1,16
1.9657,12,0,0,1,0,16,12,8,31,1,13
1.6094,12,0,0,1,0,8,8,2,28,1,10
1.763,12,0,0,1,0,14,8,5,28,1,10
1.9544,12,0,0,1,0,5,8,2,31,1,13
NA,NA,0,NA,1,0,12,9,5,28,1,NA
NA,NA,0,NA,1,0,12,9,5,25,1,NA
1.6487,16,0,0,1,0,11,12,4,30,1,8
NA,NA,0,NA,1,0,12,12,7,29,1,NA
1.881,16,0,0,1,0,9.9372,10.251,1,29,1,7
1.9228,16,0,0,1,0,16,14,9,28,1,6
NA,12,0,0,0,0,11,11,3,30,1,12
1.0152,13,0,0,1,0,11,11,3,25,1,6
1.9559,13,1,0,1,0,9.9372,12,6,34,1,15
NA,NA,1,NA,0,1,9.9372,12,6,27,1,NA
NA,14,0,0,1,0,11,12,4,33,1,13
2.0643,12,0,0,1,0,8,11,2,34,1,16
2.5795,18,0,0,1,0,18,12,8,31,1,7
1.3962,14,0,0,1,0,9,8,2,28,1,8
1.0986,16,0,0,1,0,12,12,7,25,1,3
1.9066,12,0,0,1,0,12,12,7,26,1,8
NA,NA,1,NA,0,1,9.9372,16,6,28,1,NA
NA,NA,1,NA,0,1,9.9372,10,1,30,1,NA
1.9769,12,0,0,1,0,9.9372,8,1,34,1,16
NA,NA,0,NA,1,0,8,2,2,27,1,NA
2.0399,16,0,0,1,0,8,2,2,26,1,4
NA,12,0,0,1,0,12,12,7,30,1,12
NA,12,0,0,1,0,8,12,4,33,1,15
2.0281,16,0,0,1,0,6,12,4,30,1,8
1.4679,18,0,0,1,0,11,12,4,30,1,6
2.4782,13,0,0,1,0,12,8,5,34,1,15
1.5304,17,0,0,0,1,9.9372,4,1,31,1,8
2.0149,16,0,0,1,0,12,6,5,26,1,4
NA,NA,0,NA,1,0,12,12,7,25,1,NA
1.3083,12,0,0,1,0,12,12,7,24,1,6
1.5581,12,0,0,1,0,12,12,7,30,1,12
1.4702,12,0,0,1,0,12,12,7,28,1,10
1.2,12,0,0,1,0,8,12,4,26,1,8
1.8563,16,0,0,1,0,12,12,7,31,1,9
1.6194,12,0,0,0,0,9.9372,6,1,34,1,16
NA,17,0,0,1,0,12,12,7,30,1,7
NA,12,0,0,1,0,2,10.251,1,24,1,6
1.8326,16,0,0,1,0,10,12,4,29,1,7
1.5304,12,0,0,1,0,9.9372,8,1,31,1,13
NA,12,0,0,1,0,8,11,2,34,1,16
1.8795,13,0,0,1,0,12,12,7,25,1,6
NA,17,0,0,1,0,12,12,7,25,1,2
2.1005,17,0,1,1,0,16,16,9,27,1,4
NA,12,0,0,1,0,16,16,9,24,1,6
NA,NA,0,NA,1,0,12,8,5,28,1,NA
1.4656,17,0,0,1,0,9.9372,13,6,24,1,1
1.8579,14,0,0,1,0,15,12,8,25,1,5
0.8109,15,0,0,1,0,15,12,8,25,1,4
NA,18,0,0,1,0,6,12,4,31,1,7
1.9755,15,1,0,0,0,9.9372,14,6,34,1,13
NA,NA,1,NA,1,0,10,12,4,30,1,NA
NA,NA,1,NA,1,0,10,12,4,27,1,NA
1.9769,16,0,0,1,0,12,12,7,26,1,4
NA,18,0,0,1,0,16,16,9,25,1,1
2.1005,16,0,0,1,0,16,16,9,29,1,7
1.8931,16,0,0,1,0,16,13,9,27,1,5
2.1939,18,0,0,0,0,12,12,7,28,1,4
NA,NA,0,NA,1,0,8,8,2,34,1,NA
2.0707,11,0,0,1,0,9.9372,10.251,1,34,1,17
NA,NA,0,NA,1,0,18,12,8,30,1,NA
1.6845,15,0,0,1,0,10,12,4,31,1,10
2.1939,11,0,0,1,0,10,12,4,27,1,10
NA,NA,0,NA,0,0,9.9372,12,6,34,1,NA
NA,13,0,0,1,0,12,12,7,24,1,5
1.9755,15,0,0,1,0,13,12,8,30,1,9
2.2246,13,0,0,1,0,12,12,7,24,1,5
NA,NA,0,NA,1,0,8,10,2,29,1,NA
1.6253,12,0,0,1,0,8,10,2,28,1,10
2.2289,16,0,0,1,0,8,10,2,32,1,10
NA,NA,0,NA,0,0,12,12,7,25,1,NA
1.953,17,0,0,1,0,9.9372,10.251,1,33,1,10
NA,NA,1,NA,1,0,8,11,2,34,1,NA
2.1576,12,0,0,0,1,9.9372,5,1,30,1,12
NA,NA,0,NA,1,0,12,12,7,29,1,NA
1.6487,16,0,0,1,0,12,12,7,24,1,2
NA,NA,0,NA,1,0,10,12,4,27,1,NA
1.4279,12,0,0,1,0,10,8,2,24,1,6
0.9783,15,0,0,1,0,10,10,3,26,1,5
1.8326,15,0,0,1,0,16,14,9,24,1,3
2.2407,12,0,0,1,0,9.9372,12,6,31,1,13
NA,NA,0,NA,1,0,12,12,7,33,1,NA
NA,NA,0,NA,1,0,12,12,7,30,1,NA
NA,18,0,0,1,0,13,8,5,28,1,4
NA,NA,0,NA,1,0,15,14,9,30,1,NA
2.036,16,0,0,1,0,16,12,8,25,1,3
